policy_seed,terrain_seed,ret
1,56,-216.35955523377902
1,57,289.3948265583031
1,58,296.90931488139387
1,59,8.267984021450857
1,60,33.406754616168314
1,61,242.25639444336124
1,62,255.48280451887885
1,63,151.4321847083499
1,64,-80.02534770282182
1,65,296.15184912640666
1,66,7.671974100427732
1,67,58.43970844985742
1,68,292.03894798978035
1,69,301.93413843715
1,70,292.3736112121166
1,71,250.04013887502725
1,72,-69.1453590555837
1,73,257.59109244977907
1,74,266.41711763354965
1,75,305.4637017843123
1,76,224.50259404991186
1,77,42.08196836714589
1,78,-55.63121933472362
1,79,187.1077122395344
1,80,249.27228016862125
1,81,281.1356928015542
1,82,147.8261521883098
1,83,240.50235975370282
1,84,263.0692541523588
1,85,14.444551821175665
1,86,260.1547212858289
1,87,48.05651075990403
1,88,37.54000302469382
1,89,290.4997527116541
1,90,253.30843042210267
1,91,272.31285741219403
1,92,114.04369338511441
1,93,32.32684907279261
1,94,150.91709199634968
1,95,5.2006695682300546
1,96,36.04589237152052
1,97,268.04234974274016
1,98,-4.656181652326623
1,99,265.7677377904411
1,100,241.5695436073322
1,101,61.87010082491142
1,102,270.7802475453261
1,103,54.101325925352
1,104,208.04908336905905
1,105,-8.751787666003224
1,106,305.51641039643334
1,107,50.56832170274825
1,108,279.4955866844238
1,109,256.15590817448845
1,110,163.02990949267726
1,111,38.409566033738145
1,112,296.4049806925682
1,113,37.85178961131274
1,114,49.78437169347799
1,115,146.0533711390442
1,116,297.8424510109669
1,117,-170.530741966763
1,118,105.40791092007669
1,119,253.0788435011179
1,120,272.32476634005445
1,121,295.69551146941694
1,122,255.5208943524387
1,123,246.1829803019142
1,124,309.1016306497346
1,125,35.11005661037919
1,126,-17.308283226817608
1,127,299.01962680104737
1,128,276.07867677932046
1,129,-10.98765486939034
1,130,-58.51955012391065
1,131,61.70668181872952
1,132,166.1091848929681
1,133,18.182789680244937
1,134,44.08006191423132
1,135,270.2641071518333
1,136,-12.696872290141073
1,137,-75.9887392475242
1,138,218.47455676186263
1,139,29.432166410150955
1,140,268.60308544254957
1,141,-158.1966522785622
1,142,223.9956716250743
1,143,253.77729388024323
1,144,215.74550567680228
1,145,112.50931051230626
1,146,33.98120201005827
1,147,321.32011623844824
1,148,289.63131977612875
1,149,297.1517130225813
1,150,293.80139450812635
1,151,19.33185438554466
1,152,275.4535235998057
1,153,26.434829134233254
1,154,156.92638972620307
1,155,46.57793188086649
1,156,14.789751523388219
1,157,268.17564207090606
1,158,285.86666724225876
1,159,277.55185268783293
1,160,21.591667782904253
1,161,160.2458754391991
1,162,32.15104475649528
1,163,260.71311648332437
1,164,-13.4817587303923
1,165,189.7556173530541
1,166,254.3896666248222
1,167,149.04410113932906
1,168,273.3225608078334
1,169,249.08101844320555
1,170,151.40270330483378
1,171,260.76935367999516
1,172,-65.46599840422707
1,173,303.59742156606774
1,174,176.02897143886045
1,175,296.8862984386365
1,176,143.22727461585436
1,177,292.00086361758633
1,178,20.98354451985807
1,179,121.34920980827118
1,180,269.5980407272762
1,181,55.66690165134324
1,182,267.4952340582131
1,183,300.11867592668017
1,184,25.620980247223272
1,185,297.8423367478409
1,186,226.4860267539907
1,187,297.6716924960766
1,188,157.6241172657469
1,189,85.50551678444288
1,190,262.4785156507099
1,191,154.13793376727315
1,192,141.64241367418433
1,193,-0.35006457762581533
1,194,249.8454463604895
1,195,299.34018201759886
1,196,190.40608411446152
1,197,315.3654444064392
1,198,218.2572081610981
1,199,17.853171555271018
1,200,18.97923468792247
2,1,-25.795763830610007
2,2,-34.25388974867003
2,3,-48.50079210392899
2,4,-21.412220223606408
2,5,-1.840471623077358
2,6,47.303109688452786
2,7,-13.019944128073954
2,8,2.1109868276380865
2,9,35.77111603687649
2,10,-31.589546666265647
2,11,-23.657937475605674
2,12,7.799396257008046
2,13,-5.3501474302160466
2,14,-24.502219581510072
2,15,-8.735716286886696
2,16,-1.7587448071413831
2,17,34.28235226824232
2,18,27.592054567509265
2,19,-39.94395905926214
2,20,-13.623687918090047
2,21,13.816655177949679
2,22,-39.06198786966763
2,23,17.65021735220469
2,24,24.07633379364888
2,25,-15.411643018443584
2,26,10.088625797981791
2,27,157.61493081731533
2,28,11.46982681240741
2,29,33.43307904572866
2,30,6.168401633941213
2,31,-22.0797961724428
2,32,-10.71340409450468
2,33,5.311741331397242
2,34,-26.7411692939238
2,35,20.10118975514926
2,36,-2.5454871960829344
2,37,-13.97059275725623
2,38,-24.041735628140557
2,39,-6.224878862677906
2,40,-5.160193872262207
2,41,-27.885554363941853
2,42,-12.104598166605745
2,43,-14.308326203047924
2,44,30.902019164307166
2,45,-101.61296094161978
2,46,2.0724011146887884
2,47,-19.73654061212847
2,48,-41.39624943042167
2,49,-32.15161049627438
2,50,-8.495630587702422
2,51,2.174446347839406
2,52,15.929012546869503
2,53,-35.71003355342171
2,54,8.658186932757594
2,55,3.435477604519142
2,56,0.51426486745714
2,57,26.8687426993965
2,58,11.07369221606442
2,59,4.8540217580071845
2,60,-26.619782122657213
2,61,-30.613199390088113
2,62,-10.407588015798183
2,63,-3.759881884273806
2,64,149.56974945335028
2,65,14.246946544516522
2,66,-17.429704297150575
2,67,12.307892874800332
2,68,19.36594052750226
2,69,24.31245669971718
2,70,10.519562896458147
2,71,-27.163894418121412
2,72,-30.263727363823737
2,73,-36.54768744136805
2,74,-8.872140995676657
2,75,24.330648078033335
2,76,-18.00248325139958
2,77,6.937592047998011
2,78,-15.976416071445007
2,79,16.756856883123334
2,80,-39.29269373251726
2,81,-1.9066560814239224
2,82,9.09583687301172
2,83,-21.539761017912408
2,84,-35.7794608100359
2,85,33.110640702097065
2,86,-22.527020634230073
2,87,-10.434750075225306
2,88,-26.47499020008652
2,89,10.128413633814668
2,90,-50.1210887149993
2,91,2.02786165298421
2,92,-48.43376160015683
2,93,6.068511559803981
2,94,4.509917263093625
