policy_seed,terrain_seed,ret
102,20,8.65811887013058
102,21,287.8892624381499
102,22,215.6391676208329
102,23,272.8429044901228
102,24,294.0985779427246
102,25,240.1056506726694
102,26,273.12652493123903
102,27,254.64629259504332
102,28,258.07611292673676
102,29,286.61651233083376
102,30,269.402891394604
102,31,251.37106203467508
102,32,246.03238173911785
102,33,267.8433903199053
102,34,256.3091029170986
102,35,284.68079365332267
102,36,256.54181767424234
102,37,258.61202965200096
102,38,244.8120400758184
102,39,260.48082966823114
102,40,259.4636489194007
102,41,230.33628978326598
102,42,244.40989441425
102,43,199.09228909438662
102,44,266.8668561978453
102,45,234.1127143431796
102,46,270.3217759584214
102,47,233.39741593299232
102,48,204.97273887387144
102,49,217.8917216959918
102,50,254.53001632180658
102,51,253.17164151757973
102,52,268.71877261239933
102,53,218.5534164780099
102,54,14.759273419141834
102,55,33.69117355242906
102,56,278.51027128390564
102,57,284.8310684020038
102,58,277.96280764297296
102,59,262.49987111801477
102,60,234.357526205971
102,61,217.11278503123623
102,62,223.36647892144947
102,63,257.37929710233016
102,64,259.559227460196
102,65,275.94268877364937
102,66,214.22167614056286
102,67,260.0572001257524
102,68,271.07476063806706
102,69,278.07902949722313
102,70,279.80848572974566
102,71,238.25851767219
102,72,230.96257138554657
102,73,227.54190965705163
102,74,255.87974481824065
102,75,268.18880520336006
102,76,239.49375682043117
102,77,21.588582447157563
102,78,241.93523799148164
102,79,267.25530767482786
102,80,231.85039546933072
102,81,255.09214545333714
102,82,278.70145913555723
102,83,236.96796244676622
102,84,228.29865276082973
102,85,285.8299408905508
102,86,228.28186295170266
102,87,43.094616905949806
102,88,237.43364903443396
102,89,271.5892927784871
102,90,217.7949035635388
102,91,259.21512027662266
102,92,198.97062070568364
102,93,267.3591134314878
102,94,270.5956497281689
102,95,248.4590124358399
102,96,256.7400980752135
102,97,244.03815221283892
102,98,246.86661430134222
102,99,241.25726772020278
102,100,223.16532189867883
102,101,253.62488522881443
102,102,248.6365508523008
102,103,244.6172406391512
102,104,257.98980500358186
102,105,203.06033879469388
102,106,286.89003419748576
102,107,285.04732932936435
102,108,246.23846662189956
102,109,246.3176214850253
102,110,253.18655782561416
102,111,253.0415905886309
102,112,284.9983939466574
102,113,259.66535846058935
102,114,241.2768667457044
102,115,235.84864103755191
102,116,278.3816896503481
102,117,277.3896642854892
102,118,231.11316103601507
102,119,258.3226402907485
102,120,176.92329893209973
102,121,270.5045962010462
102,122,231.1334985750652
102,123,266.2999314680056
102,124,289.66151666743144
102,125,246.86342996973661
102,126,272.57501260387846
102,127,273.6396068637791
102,128,255.17776790231483
102,129,275.8867126107067
102,130,250.08082227685952
102,131,259.47828894353034
102,132,275.12605266866444
102,133,252.12846145525268
102,134,283.0879825466078
102,135,263.72001683917983
102,136,14.708520081205563
102,137,248.05252749369484
102,138,254.38609596278724
102,139,278.6522499482081
102,140,276.82526059744384
102,141,278.9072135106826
102,142,254.76453382675956
102,143,239.047222216353
102,144,263.2887932054835
102,145,226.54752341429798
102,146,250.0384693878086
102,147,278.6566872469826
102,148,285.3413737744645
102,149,279.05364467225434
102,150,268.92013941937853
102,151,221.92841295625763
102,152,259.88599183668055
102,153,124.90392092082291
102,154,256.49444404012206
102,155,33.55259389440525
102,156,276.42758247578433
102,157,234.31391477379347
102,158,250.96268019789449
102,159,258.98076619734627
102,160,236.35112255725303
102,161,270.50376619966346
102,162,277.1747443897427
102,163,221.09948144775672
102,164,278.2238626814937
102,165,234.17758300687015
102,166,221.4274561461316
102,167,246.68358629522538
102,168,279.31002128022965
102,169,217.29349972757223
102,170,263.52016643860435
102,171,222.53976739859763
102,172,247.25171989358023
102,173,279.27936893155965
102,174,267.6332842691847
102,175,277.3197962317612
102,176,257.3835777959364
102,177,252.18052954236532
102,178,214.53799107474705
102,179,228.15962499470706
102,180,231.75151177098482
102,181,242.8108963209665
102,182,257.87686477984505
102,183,286.60197420906604
102,184,242.75706673556436
102,185,278.38021312452076
102,186,233.66602094731596
102,187,281.36536797333275
102,188,258.7367148716037
102,189,234.24203446047127
102,190,252.31304121951683
102,191,254.5796546250068
102,192,242.2672059543077
102,193,247.85295265982592
102,194,220.9934447196263
102,195,275.1618127152972
102,196,208.42495146279836
102,197,275.6738301767382
102,198,238.92426148326848
102,199,274.11928078477126
102,200,290.80301949895454
